,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
VIRTUS FUND ADVISERS LLC,,,,,,0.1837995933585579,,0.030189737942027756,0.04441815351373795,,0.047873784263785885,,0.01576808823390367,0.006336730166769618,,0.7790305201187163,,0.008530911811985462,0.007684723820872868,,0.10769443736137763,0.016761879279453353,0.007893914906535078,0.005153062986876531,,0.04940190104940747,,0.010411207871089125,,,,,,0.45702368387397013,,0.06432438740014887,0.13185948475711373,,0.12094412022065297,,0.07767602242064989,0.042973367817458995,,1.5595126719334156,,0.053613214442107544,0.041541979066907125,,0.22074062012748286,0.3077274557514305,0.04350207045034059,0.06696994558659002,,0.13496869722346289,,0.06245038720845938,,,,,,0.2798526093035579,,0.03413464945812113,0.09422070401992688,,0.07931906370191193,,0.06420902833546127,0.03812779133119783,,0.7805451159061985,,0.04663775013672977,0.037973095681943084,,0.11371401463939002,0.3033840033754426,0.038753757808197,0.06321235246959284,,0.08841810534515779,,0.05492099351758024,,24000.0,,,,,3809000.0,,278000.0,1262980000.0,,115106000.0,,9183286000.0,23626594000.0,,234618000.0,,28974430000.0,42323734000.0,,488106000.0,31691000.0,30483236000.0,8396222000.0,,126691000.0,,13134699000.0
VISIUM ASSET MANAGEMENT LP,,,,0.017765923187648334,,0.08844431766102386,,9.368228503794734,11.646999382512211,,5.093541418808003,,1.6951648945737197,2.061971697107209,,32.41801390876893,,9.119097046526944,31.06689938303572,,3.103660049683189,,11.911492629199808,111.62738284946339,,,,14.421303691541945,,,,0.20163518033602496,,1.1312086768470457,,18.840647381266542,23.37042259887851,,10.57860242014099,,3.4410760633233255,4.192190834234241,,64.80882513476996,,18.302258346991124,62.188173992120205,,6.24346484032138,,23.849479271196778,227.18193342194738,,,,29.044752695203083,,,,0.19654127336260357,,1.0993201735901563,,9.472925525453395,11.723738118372275,,5.4869922841908645,,1.7490342920953923,2.1323871903519764,,32.39099967558888,,9.18332223018978,31.121366560736057,,3.148301276322167,,11.938150847774915,115.55466731013755,,,,14.624230091101523,,,,,52618000.0,,627325000.0,,170696000.0,800705000.0,,1378924000.0,,3001631000.0,7677419000.0,,420624000.0,,12256057000.0,17082865000.0,,108590000.0,,27899214000.0,513953000.0,,,,2142167000.0
VOLORIDGE INVESTMENT MANAGEMENT LLC,,,,,,,,,0.0353606069890398,,,,0.07635462358025336,0.03725638088019696,,,,0.06079298893578168,0.031812586099735474,,,,0.04544473824268217,0.014299110725290859,,,,0.04931192429775087,,,,,,,,,0.15963092275097096,,,,0.1915989175171585,0.13959004456859364,,,,0.14622760311593175,0.14768708328634117,,,,0.13360549103726746,0.13645652643225847,,,,0.14263302040218995,,,,,,,,,0.13995847732908268,,,,0.12336296236392123,0.11542878557765004,,,,0.08944258421171856,0.12078220870018232,,,,0.09126774681281932,0.13088034889479291,,,,0.10444002280331023,,,,,,,,,,124942000.0,,,,15967000.0,715583000.0,,,,1101547000.0,5409936000.0,,,,14779920000.0,7718743000.0,,,,773054000.0
VONTOBEL ASSET MANAGEMENT INC,,,,,,,,,,,,,,0.013258701792372112,,0.01362762570686291,,0.03709761446572965,0.008379628445885464,,0.0,,0.044577994718110504,0.29676962610186697,,,,0.14635649169834217,,,,,,,,,,,,,,0.11918795183029618,,0.34441271538900814,,0.1490429436422722,0.06617711468420888,,0.6427833435319219,,0.11998197944382274,0.7676456515727195,,,,0.39900899354638864,,,,,,,,,,,,,,0.11249471912957094,,0.33720600797681344,,0.12765289964197254,0.061237757768572265,,0.6427833435319219,,0.0836560347874279,0.473752084563055,,,,0.2574903908947483,,,,,,,,,,,,,,,483435000.0,,16249000.0,,374275000.0,95934980000.0,,3000000.0,,63660425000.0,53509615000.0,,,,41222189000.0
VOYA INVESTMENT MANAGEMENT LLC,,0.05826754996042207,0.016586390038404973,0.02621597949919174,,0.11921395159183493,,,0.10276934491652553,,0.08967618291435861,,0.026712294808305066,0.009750245906363305,,0.058212037785367245,,0.017494905362128287,0.0075236150739919185,,0.06731037433809599,,0.010451482493540606,0.005497682806590119,,,,0.28596862807661544,,0.3400842508626043,0.2216272229899845,0.19331152186127395,,0.2395102682713299,,,0.3149565115666139,,0.20075719162611866,,0.09205760800132644,0.06790634665543624,,0.13611458962751116,,0.07562853127587213,0.058193433768353994,,0.1708521395946139,,0.05879453455776258,0.07017708063186416,,,,0.585254512943397,,0.28740863255062044,0.21242224978592425,0.17678442123713928,,0.13661243834543338,,,0.21604631609487313,,0.12283104569224874,,0.06846398477736754,0.06255943851460936,,0.09519772785231266,,0.05900229341414655,0.05355611183627852,,0.11852552205347151,,0.0493176600184994,0.06741817049408315,,,,0.3043850867122121,,8052000.0,,9612000.0,154746000.0,,44146000.0,,,13879667000.0,,912993000.0,,7592101000.0,106429835000.0,,352569000.0,,74183657000.0,276719508000.0,,134165000.0,,232558642000.0,94156536000.0,,,,147955738000.0
VULCAN VALUE PARTNERS LLC,,,,,,,,,0.02474754681977698,,,,0.03785212456678971,0.015108172146536786,,0.31977551901902546,,0.019510951352534632,0.002973515761356552,,0.07303809521787712,,0.03343936369025124,0.001974305969027799,,,,0.02129080790504916,,,,,,,,,0.13322650930213226,,,,0.12794297671612706,0.09329419956376893,,0.6586917145372886,,0.09134614659153717,0.08739950503595652,,0.16075674941336915,,0.11004174707342658,0.11426854236212412,,,,0.10463544358218728,,,,,,,,,0.12205343020384456,,,,0.09736761554334966,0.08585778599420857,,0.35980414059374327,,0.0779625364789169,0.08631376665284904,,0.0950373864389593,,0.07993976999529305,0.11346058803321951,,,,0.09268711791388494,,,,,,,,,,1489811000.0,,,,5090737000.0,12179290000.0,,285324000.0,,20925664000.0,80913545000.0,,212926000.0,,43475132000.0,31076380000.0,,,,6468003000.0
WADDELL REED FINANCIAL INC,,,,0.05032826965314652,,0.01710184203508651,,0.07847902399767268,0.018508542872952744,,0.05975612885261068,,0.05953628384362847,0.03801668842772363,,0.06430024160221161,,0.013856103406187108,0.055592528185020036,,0.06819360910852414,,0.019330623861110195,0.04506095785513388,,,,0.10937084498515845,,,,0.21961786577338627,,0.15920708758497418,,0.282908246701484,0.08073146998781743,,0.14557552564121243,,0.14595055861588535,0.11896209686239283,,0.19616067024882408,,0.09601879924008283,0.1358084873053539,,0.18192012939996227,,0.08539273947890971,0.17423506738576727,,,,0.22724195567762076,,,,0.18579144652302854,,0.1547989383704958,,0.20737124825367248,0.07011800672033056,,0.09651545766370254,,0.09384142540027313,0.08979754587865041,,0.15210211956598185,,0.08502958419464167,0.08990417308482908,,0.12273319575016534,,0.06877311948345982,0.13984889829354397,,,,0.1253725920186264,,,,,201223000.0,,259198000.0,,20755000.0,18571999000.0,,2754425000.0,,4921195000.0,167520517000.0,,17636824000.0,,82195586000.0,199798211000.0,,11801314000.0,,423589245000.0,67617741000.0,,,,205353423000.0
WALLEYE TRADING LLC,,,0.03818750499920084,0.050456284638981115,,0.06800011823548363,,0.06978958994489856,0.03375267494145189,,0.04195247940998659,,0.04462515953306906,0.025139816437588055,,0.05235080972825262,,0.03525880456313384,0.021154450297986717,,0.0437939975195924,,0.032335705353750285,0.026079655806585826,,,,0.02927540130389881,,,0.20271119831656118,0.1686036408543022,,0.2103463397006434,,0.17901507043362597,0.09717805248605753,,0.12454451915403514,,0.11523330717392853,0.08888950801517116,,0.1458082348253677,,0.09896347041173235,0.08670487926684979,,0.11310266696329062,,0.1011281611387084,0.1260227484417231,,,,0.10010420721503467,,,0.17940087114997283,0.12663773409466658,,0.14240110558704472,,0.11073012802745048,0.06932498563707135,,0.08883964006668216,,0.0710665076634537,0.066469909987827,,0.09978149744124906,,0.06396260123333464,0.06716249691214707,,0.0753138250514243,,0.06972701628478188,0.10661165626141299,,,,0.07470639401082076,,,,1692000.0,237729000.0,,292000.0,,200272000.0,4503838000.0,,74280000.0,,2957103000.0,44065945000.0,,170213000.0,,40368413000.0,193762211000.0,,235827000.0,,179441086000.0,68374994000.0,,,,58320267000.0
WARBURG PINCUS LLC,,,,,,,,,,,0.03314725858998538,,,,,12.229433368242894,,0.06338830558696126,,,0.00502280055819994,,0.04450634106879563,,,,,,,,,,,,,,,,0.33844608016062044,,,,,24.54467726123922,,0.27556695072754406,,,0.21632534975907525,,0.24523005461168662,,,,,,,,,,,,,,,,0.3311718450358499,,,,,12.315634721528694,,0.2392231483827849,,,0.21524988304873505,,0.2131333859003612,,,,,,,,,,,,,,,,,3718620000.0,,,,,113581452000.0,,10019303000.0,,,23946555000.0,,12829184000.0,,,,,
WASATCH ADVISORS INC,0.0,0.13559705561613958,,0.01669760488589198,,0.02029342692416066,,0.026969438423989193,0.014702812199424316,,0.022439692802575694,,0.021053281528254534,0.004880400637476282,,0.015586584643375076,,0.0068895744595688525,0.012728847954368752,,0.06752042329373054,,0.030286109119914677,0.026854758016232168,,,,0.02410167259863723,0.14627659574468085,0.3788709321094582,,0.08592953689721232,,0.13131298762650864,,0.10744483643992353,0.08672735646890613,,0.08676379325908176,,0.0882695783315157,0.07758897157480309,,0.06808231893022532,,0.07370317202650896,0.11023746400095882,,0.1558589833866236,,0.12460086856472322,0.11266042306203446,,,,0.10484043722577352,0.14627659574468085,0.24536076668755516,,0.07678141543316937,,0.12076782286574617,,0.08583809121182369,0.07998468904557172,,0.07065570186325487,,0.07240989036311453,0.07415718584464401,,0.0629468163436163,,0.06868635413401426,0.10309070127556098,,0.09235518734796781,,0.10071066775959274,0.10368036041634213,,,,0.08553996496552974,2167000.0,2257000.0,,,2634207000.0,,74943000.0,,1073259000.0,20672605000.0,,368987000.0,,17290612000.0,69712576000.0,,295874000.0,,45019992000.0,9218131000.0,,539173000.0,,1717950000.0,1739778000.0,,,,1411449000.0
WATER ISLAND CAPITAL LLC,,,,1.5232021757595737,,,,,0.1598406741220759,,0.23764155819453012,,0.3998518527091526,0.22311780509205234,,1.4013587375084975,,0.17563159545593188,1.2132788419180824,,0.2540776276571793,,0.2966707099631671,0.14063252081316413,,,,18.28366423164428,,,,54.56880030766192,,,,,0.4388945802133524,,115.37107273694679,,0.9735530594343442,0.5192858364325706,,3.6861712398939774,,0.4556875517939422,7.7330222381925555,,2.542635797182215,,0.655977024780658,13.4956787993043,,,,74.70463860870642,,,,53.23412453344165,,,,,0.3271732452391176,,115.3244788817218,,0.6091859053030468,0.3213160478324416,,2.289765737554244,,0.3199565644326374,6.868601084408807,,2.505375720299445,,0.3684402362698803,13.494637271136543,,,,56.42453660698773,,,,,336263261.0,,,,,2609143432.0,,29505884.0,,1011269543.0,16586252366.0,,1198224673.0,,2454900895.0,3840469334.0,,25826797.0,,5722241820.0,352060386.0,,,,2741849.0
WAVERTON INVESTMENT MANAGEMENT LTD,,,,,,,,,,,,,0.017661968853113667,0.01386234803723305,,0.01077977708297538,,0.009152793840830616,0.025032841615359135,,0.016937404709569313,,0.0718673252764295,0.0029397360408452786,,0.03800474241525646,,0.06836707537132568,,,,,,,,,,,,,0.2522777042664575,0.10265886248139428,,0.1257433313671209,,0.1175694202683939,0.08603289185063673,,0.10384903907924635,,0.18032865739524181,0.07675948259862676,,0.27444214784239623,,0.171313638832022,,,,,,,,,,,,,0.24412177140065333,0.09687194884924061,,0.12240410364773044,,0.11087897938385582,0.07217852367316042,,0.09356092136500653,,0.11571311980387922,0.07595373010112165,,0.24110889900319782,,0.11341911689957887,,,,,,,,,,,,,,120118000.0,121305000.0,,96255000.0,,8480000.0,11501914000.0,,200628000.0,,5572564000.0,10525163000.0,,122834000.0,,4826980000.0
WBI INVESTMENTS INC,,,,,,,,,0.034445616457891494,,,,0.05405024086123097,0.024947116392510255,,,,0.05123588152576668,0.021755282148236712,,,,0.04344776338132679,0.02033849195852171,,,,0.04111589540185342,,,,,,,,,0.10402063246833129,,,,0.15412635794357102,0.07889935418347847,,,,0.1252243503112826,0.06530618100579857,,,,0.10518971326378528,0.07923100883249455,,,,0.1488408149868538,,,,,,,,,0.0860997205722936,,,,0.10460276837928704,0.061766870915371426,,,,0.0758165275693509,0.04862431716586979,,,,0.06361287603917323,0.06150747853927627,,,,0.11456729673370697,,,,,,,,,,145228000.0,,,,158871000.0,754283000.0,,,,1848088000.0,11625883000.0,,,,12921787000.0,7485634000.0,,,,1424799000.0
WEDGE CAPITAL MANAGEMENT L L P,,0.014536165717827797,,0.032217552700120444,,0.03145161294527832,,0.012926031192518004,0.013594820790228125,,0.023817631910039234,,0.017759940117938716,0.008797448802031677,,0.033495588214559065,,0.006766018904204009,0.00530849188865095,,,,0.0064273783144722435,0.008429608748514318,,,,0.01131047488938935,,0.1971056442934445,,0.15046569468436824,,0.09716936673269164,,0.12526006658906333,0.0979571089309917,,0.09443411710043881,,0.08791395549349615,0.08357399728189353,,0.1142582750743188,,0.06700161238807426,0.07793558495611623,,,,0.061441460793022616,0.08445270148438136,,,,0.07079901627590295,,0.189229836291373,,0.13494377067286603,,0.07638267825767973,,0.1169055415725433,0.09313116459395696,,0.08095389223994272,,0.07522257350156515,0.08001526856354009,,0.09725009757128447,,0.06072566402621507,0.07556728246686976,,,,0.05578015990107769,0.07891876098685005,,,,0.06228346050461018,,32047000.0,,,45144000.0,,269997000.0,,46521000.0,1139137000.0,,1223676000.0,,7132101000.0,17050250000.0,,17943000.0,,50104618000.0,36038020000.0,,,,74865894000.0,8467969000.0,,,,6828886000.0
WEDGEWOOD PARTNERS INC,,,,,,,,0.030859921655208625,,,,,,,,,,0.14686250691457572,0.005969187971599919,,0.007310362306815267,,0.01696970562181361,0.01851725349697779,,0.058532738148351825,,0.01078640939266154,,,,,,,,0.19187046390510676,,,,,,,,,,0.31561340478783173,0.08406958026572897,,0.059220763844321476,,0.08427445325848125,0.1122547517816899,,0.1436920795766651,,0.10465406687549726,,,,,,,,0.1616947837993041,,,,,,,,,,0.17453615998477218,0.08053140102386176,,0.056328181686580235,,0.07064570199671098,0.09794360852976972,,0.09260038072821475,,0.09856355744049777,,,,,,,,,1102000.0,,,,,,,,,,6939000.0,26903798000.0,,16296000.0,,35011573000.0,6459718000.0,,17370000.0,,30050666000.0
WEISS MULTISTRATEGY ADVISERS LLC,,,,0.04171180488695815,,0.054077981721570946,,0.03224731233057346,0.02570430249408664,,0.06603573637771856,,0.04514924954565885,0.01625901317108003,,0.03395365731021201,,0.03098057809001127,0.05058057009956678,,0.029343120114642757,,0.03302752851444732,0.021144717639029604,,,,0.0259626576019718,,,,0.14900139357532832,,0.20135077000294938,,0.25930452195086984,0.08036137043577436,,0.18610453671963517,,0.1458060514126471,0.07145728884798183,,0.12930765492449023,,0.09870084318826251,0.13501996499862076,,0.13677735579983205,,0.09323624722816366,0.0655294668040311,,,,0.10769698731946523,,,,0.11501701999898839,,0.16717661546191734,,0.23611475514586114,0.06089238888441945,,0.1261316167451107,,0.10527699121893232,0.05954455957912053,,0.10545308514950937,,0.0692096158032698,0.09130834424144489,,0.11419680296957302,,0.06255197533396267,0.05085314971109203,,,,0.08984173243279109,,,,,659297000.0,,83828000.0,,31559000.0,2091429000.0,,215052000.0,,1139327000.0,10053127000.0,,295656000.0,,5467530000.0,15051347000.0,,1049110000.0,,9365253000.0,2903233000.0,,,,1841848000.0
WEITZ INVESTMENT MANAGEMENT INC,,,,,,0.02090696691498481,,,0.009758737386189917,,0.008223601478921566,,1.7449075370235085,0.021495940927961046,,2.9832286122459664,,0.05898176035434301,0.49984751860062,,0.022736741077408536,,0.09212769815591662,0.3794041532369102,,0.015365285028050095,,0.6716250241657589,,,,,,0.1004836582017451,,,0.2377558396908812,,0.10106427490678568,,3.5280706876806422,0.12169633905874762,,6.340653292303844,,0.1604866139871447,1.0539486872696497,,0.10000599246183418,,0.27862277762918736,0.8911058048864569,,0.08670446416500888,,1.5502695285179964,,,,,,0.08344274720316983,,,0.23498789875496978,,0.09717727300722842,,1.785162478343166,0.10918142294067293,,3.369464918041977,,0.11199713034067703,0.5580473331842508,,0.08362869406124587,,0.19019217782626072,0.517011805150374,,0.07786071919175819,,0.8845013918396258,,,,,,,1291405000.0,,,1428157000.0,,1473186000.0,,3001019000.0,3441923000.0,,2396326000.0,,648061000.0,16999844000.0,,2758202000.0,,18076875000.0,5626707000.0,,12307000.0,,6376345000.0
WELCH FORBES LLC,,,,,,0.13662891799089594,,,0.009249918925206506,,0.009795338461860469,,0.009457280570043627,0.007976593270549726,,0.018976911457318283,,0.012170363670827076,0.0031433596121196276,,0.019300038201238632,,0.004204488522184159,0.004848094829840223,,0.04700502663307991,,0.0013244283488628719,,,,,,0.3651846260545587,,,0.12039114151024884,,0.1499475000546421,,0.110714128439625,0.07981736880411898,,0.10479660271473275,,0.08041981137046338,0.050980794579406345,,0.06747257749725334,,0.0510321954441867,0.05552205610670544,,0.26918009055166675,,0.05783317041482151,,,,,,0.24180664368765611,,,0.11666331639686002,,0.14553608965689155,,0.10456852553463263,0.07450255532039012,,0.09559269886472306,,0.07470956572878948,0.050682609043487384,,0.05508291592113866,,0.04803936407745823,0.053659797408304365,,0.22288841361303702,,0.05684640444467328,,,,,,,4031000.0,,,357013000.0,,12786000.0,,155853000.0,138198000.0,,150927000.0,,953562000.0,12953888000.0,,964645000.0,,32674115000.0,11340080000.0,,535000.0,,13793828000.0
WELLCOME TRUST LTD THE AS TRUSTEE OF THE WELLCOME TRUST,,,,,,,,,,,0.01918118113426978,,,,,0.017069108100222934,,,0.007480289445843298,,0.030135122609827293,,0.06273854410175587,0.06325075294621325,,0.02362770344339895,,0.007228412920813936,,,,,,,,,,,0.1110647431337179,,,,,0.1160937445737704,,,0.1173402557445531,,0.1340790472517114,,0.1849024856742232,0.20400944012596398,,0.09333539778872187,,0.1404837723943616,,,,,,,,,,,0.10549924397759305,,,,,0.10853662443504447,,,0.1161169320567839,,0.11574263453297849,,0.1335172888505546,0.16594674084690542,,0.07416428559395707,,0.140143074466025,,,,,,,,,,,,11581532000.0,,,,,2516553000.0,,,3612127000.0,,16593874000.0,,5240042000.0,3403872000.0,,61202263000.0,,20294010000.0
WELLINGTON MANAGEMENT GROUP LLP,0.2267854464173655,,,0.18510670645825558,,0.17086967456761554,,0.3950780517045265,0.09076627602640307,,0.09437468291424356,,0.11835526049388408,0.22436655021343202,,0.09167359786747092,,0.46330151483038484,0.691677124725137,,0.20224559067902992,,0.6578193252631286,0.9404596905585427,,,,0.5085918462460558,0.5979905897571439,,,0.42606962895833206,,0.40558074312910286,,0.8406275751900094,0.2041231620336613,,0.25400695269013657,,0.25738106577296166,0.4720707323675868,,0.23876396220434065,,0.9327857533450776,1.3909429914465001,,0.4262216882031135,,1.3284860086705121,1.8843379648173453,,,,1.030901670414892,0.40997080769315075,,,0.24616593916716273,,0.24445587598087112,,0.44735919275751196,0.1223789376705778,,0.18739374285357474,,0.14400125884901507,0.25146981353377296,,0.15847339632377422,,0.4710328762081741,0.7001856840183404,,0.22913413144131217,,0.6713306434041983,0.944469302850037,,,,0.5234835254069856,87115000.0,,,,4454467000.0,,1068964000.0,,6298543000.0,121842825000.0,,6714466000.0,,140144675000.0,671152815000.0,,39249968000.0,,604016647000.0,2716921688000.0,,151345580000.0,,2923556111000.0,934749097000.0,,,,1119066383000.0
WELLS FARGO COMPANY,1.8780519307603194,0.3744459020805806,0.04592131445904329,1.109342621176531,0.2781647056084907,0.22228736495222712,0.4274349278149348,0.36466108215893345,0.3250162673680826,0.2868457459323915,0.6544163395606865,0.38513377563163054,0.43048443735134334,0.20257060766071952,,0.8022926807697797,0.2527808673233168,0.4344639285860366,0.3980814124378589,,0.4246884949740505,0.3096976356637459,0.3046159901160919,0.49701902295781364,,0.3876048615877422,,0.5217287778478806,4.723618858100206,0.7504454016834943,0.2236925885783245,2.251771895623633,,0.47860159573756467,0.8027719330867246,0.7751772221980373,0.6674365822852708,0.6069957271558771,1.3746883458186219,0.7785005205882226,0.8808247648423633,0.42441018438468314,,1.6170609231167536,0.6376971776391606,0.8694693961864629,0.7949729500494306,,0.8698553367364235,0.6518333725237718,0.6167886254458748,0.989224127906381,,1.9043168266133015,,1.0554716963391884,2.935204772581682,0.3929014067890709,0.19631167723034337,1.144253294669079,,0.2594930980836202,0.4051886968762513,0.41213058065370795,0.3450831763835879,0.3250773097683281,0.7252533158353442,0.3952638551633125,0.45136614249968043,0.22486507741921133,,0.8175736024674468,0.4050656735728098,0.43597573740548007,0.39799958094518184,,0.4461091430756468,0.3659004226366981,0.31269788950130645,0.4927310329906608,,1.6736361207196173,,0.5341479260338448,26883000.0,617000.0,0.0,35384000.0,2376035000.0,1039000.0,35334000.0,4000.0,1145316000.0,57757060000.0,756000.0,1217940000.0,13000.0,47715323000.0,298515065000.0,0.0,6031584000.0,13000.0,271288959000.0,2437434074000.0,,132440127000.0,16000.0,2589057419000.0,2553274107000.0,,81709036000.0,,1979831156000.0
