,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
AKRE CAPITAL MANAGEMENT LLC,,,,,,,,,,,0.0076935676055668156,,0.003512690056267814,9.29822818987005e-05,,0.01667950881920081,,0.013733136207559535,0.03839134604739731,,0.0018703769171480767,,0.0030672241010337707,0.023123318096043052,,0.00010671412359838894,,2.509646533978884e-05,,,,,,,,,,,0.06292741982653982,,0.12353772951428588,0.17518195323676056,,0.10628586304802931,,0.12820673013022357,0.13907202309508776,,0.0712596914267787,,0.0493910847412034,0.16682507493183543,,0.09711073718468216,,0.10758527369447071,,,,,,,,,,,0.06061108903248568,,0.12231579238562366,0.1751576671571688,,0.10061649462257452,,0.12072696543757307,0.12278791615531685,,0.07103731534672543,,0.04912645254077803,0.16116248444015596,,0.09705962781921605,,0.10757946093648546,,,,,,,,,,,,2454495000.0,,633929000.0,2430346000.0,,4072348000.0,,3057942000.0,26721220000.0,,22685313000.0,,37962011000.0,41206000.0,,10278526000.0,,14491859000.0
ALECTA PENSIONSFORSAKRING OMSESIDIGT,,,,,,,,,,,0.03340169460363312,,,0.0,,0.0506082800753815,,,0.002099125117360914,,0.0027305680209084144,,0.0045722968040677525,0.004388538755398622,,0.0021727437024153854,,0.004341574772134202,,,,,,,,,,,0.17672220392717097,,,0.10654787771215879,,0.1366013466799993,,,0.09965481145841075,,0.06562231145727204,,0.07286268698411844,0.08023500369239651,,0.10287119852774625,,0.0942539036492994,,,,,,,,,,,0.15316953761493657,,,0.10654787771215879,,0.09470473122401012,,,0.09901992720986655,,0.06437338062527939,,0.06922903917282673,0.07891023783146034,,0.1015709835928027,,0.09302176003784474,,,,,,,,,,,,248390000.0,,,1420726000.0,,3239045000.0,,,46996339000.0,,26627070000.0,,24069165000.0,20933500000.0,,19465485000.0,,20630309000.0
ALKEON CAPITAL MANAGEMENT LLC,,,,,,,,,0.002470356857153346,,,,,0.053349162581504905,,0.02100721654906468,,0.03858183430847635,0.008572659673776056,,0.05136797604160789,,0.014772533179711817,0.013407499230543145,,,,0.008683262016451606,,,,,,,,,0.22113630175662427,,,,,0.19022333758514334,,0.25718569086723836,,0.15483905444382515,0.07338405576516206,,0.2536691124880161,,0.08632656630917922,0.10888668210587105,,,,0.06948850411043093,,,,,,,,,0.22021957759655988,,,,,0.1460920023513828,,0.24884353825263886,,0.1311310468776557,0.06820764636358444,,0.23401980215415616,,0.07417237285576428,0.10174168594574569,,,,0.06175583745365572,,,,,,,,,,155735000.0,,2202000.0,,,2538953000.0,,119330000.0,,6196802912.0,39881825000.0,,493374000.0,,38152726000.0,30479747000.0,,,,69876808000.0
ALLEGHANY CORP,,,,,,,,,,,0.009890689334618829,,,0.006142856278148182,,0.015087141920753534,,0.014063532575461328,0.01013910406100126,,0.013036949070093135,,0.012988274310116612,0.01092555684058017,,0.0054450801792521875,,0.02093251711522589,,,,,,,,,,,0.06856075971454745,,,0.1580478990461165,,0.11870382302581843,,0.101568079549137,0.07402336754960118,,0.07461839585711204,,0.14765650795106403,0.14470254890206055,,0.10459921447064906,,0.10357514358684888,,,,,,,,,,,0.06349337741180693,,,0.15779618191648057,,0.11014162953059618,,0.09444239885072236,0.06901085438406762,,0.0673542600107678,,0.14478392343383975,0.1404347387966216,,0.10328345004917808,,0.08865673549292824,,,,,,,,,,,,98044000.0,,,149075000.0,,4894214000.0,,2361588000.0,3308866000.0,,12208381000.0,,6662669000.0,3232479000.0,,19074383000.0,,4122720000.0
ALLEN INVESTMENT MANAGEMENT LLC,,,,,,,,,,,0.007079428168180903,,0.01860094125801146,0.016542831761663945,,0.042778471406451996,,0.01713059751901263,0.004491897249642345,,0.9635709530177089,,0.004987345329029474,0.034844739528315224,,0.010518951485321199,,0.0051276645045971085,,,,,,,,,,,0.07773396063235949,,0.0931108420340538,0.12329710085690311,,0.11092039857204082,,0.18147630275450533,0.07690052257061833,,1.9518679500694476,,0.05569507727435079,0.10254966864466847,,0.07553067022482597,,0.062418724374358865,,,,,,,,,,,0.0765420018014487,,0.08140766647494871,0.11855944702431563,,0.08040500295419191,,0.1720364176667868,0.07477741323120926,,0.9890240194283401,,0.05298232378529206,0.07635456102262587,,0.06994224632613563,,0.05919621979705222,,,,,,,105000.0,,,,,99576000.0,,7603000.0,1425607000.0,,233711000.0,,114275000.0,9705779000.0,,1374753000.0,,12499191000.0,2064728000.0,,192689000.0,,4700345000.0
ALLIANCE TRUST PLC,,,,,,,,,,,,,,0.0,,,,,0.011114037961488896,,0.0008878382459433018,,0.025438614012311175,0.0481991091116331,,0.0,,0.013753839466752422,,,,,,,,,,,,,,0.04038235714851778,,,,,0.05819315557116396,,0.06996099499972608,,0.10636006285606993,0.12071029784439663,,0.2595703182747065,,0.050249900039645676,,,,,,,,,,,,,,0.04038235714851778,,,,,0.053420594496477604,,0.06967026295196146,,0.08966037919308595,0.08629953824021158,,0.2595703182747065,,0.04373300548179181,,,,,,,,,,,,,,,162430000.0,,,,,10877288000.0,,1033740000.0,,6790242000.0,1464455000.0,,119688000.0,,8691363000.0
ALLIANCEBERNSTEIN LP,0.025675084129382776,,,0.047972981963896814,0.8,0.191885523712976,,0.06129272108940428,0.20317279108754366,,0.49394484788389276,,0.09726882618635992,0.03861555000087555,,0.06694054159733606,,0.04440130464205065,0.41839514884251433,,0.025872419582490487,,0.14976338454428098,1.2674206278530817,,,,2.9567992927913624,0.10618640503180027,,,0.13206798096621625,1.8030512913346848,0.42947422358285786,,0.16886957683352147,0.4193107879021951,,1.0013614662518016,,0.2221478028346185,0.10722556675354981,,0.15963267666912345,,0.11720238916336287,0.8444940108391445,,0.1083665371987913,,0.3038794565785979,2.5316898089119486,,,,5.924881044806947,0.10208099479855741,,,0.0940321863911967,1.0038135176571854,0.2794117927421255,,0.11717902154091939,0.22073656573949954,,0.508658199124678,,0.12875046491535097,0.07648108830672772,,0.0994451047399793,,0.07845492981162859,0.4275750217709639,,0.09412628098713852,,0.15848123948733459,1.264791563662866,,,,2.9683474683125053,91348000.0,,,,3267902000.0,21000.0,9239000.0,,235047000.0,32346246000.0,,4836538000.0,,23794298000.0,313327468000.0,,3632906000.0,,160822068000.0,826439503000.0,,258604000.0,,661887041000.0,549154463000.0,,,,275664080000.0
ALLIANZ ASSET MANAGEMENT GMBH,0.040055115049873365,,3.8500846191417986,0.09345962306638622,,0.0793882804998778,,0.045584106839005156,1.5577784397233663,,1.1468900496357914,,2.3435058003845577,0.9930293233112459,,6.545823259164585,,2.0384032464758968,5.631193630499588,,8.290598211998681,,4.746332199990258,3.66937106617786,,0.028630507793222865,,1.6906909361729492,0.17292147478287226,,7.702853105515264,0.24606823866538352,,0.20061954483381936,,0.13555267070431437,3.1681478847566935,,2.335159892419864,,4.673409072672782,2.0110759615962146,,13.126454249054508,,4.079986019978724,11.270996416377962,,16.60169560619762,,9.489755105282272,7.343124276030281,,0.1090156399769354,,3.396007337247973,0.14889095059169594,,3.853177411147727,0.17428076495976128,,0.13187830193069114,,0.10868527210604767,1.6139045790386581,,1.1901097852425118,,2.330307269052523,1.0194401768628814,,6.580831384061938,,2.0418813928248922,5.639977347148599,,8.311188754508926,,4.743490488848216,3.674154736317456,,0.09056489440650328,,1.7054789202786353,78378000.0,,,135810000.0,701134000.0,,301698000.0,,272147000.0,19873011000.0,,4173092000.0,,28310378000.0,99805606000.0,,9084555000.0,,105268535000.0,1057559494000.0,,12463657000.0,,1366091646000.0,759556613000.0,,5882000.0,,926341170000.0
ALLSTATE CORP,,,,,,,,0.0383461448896615,,,,,0.08582251651607421,0.011696039233932209,,0.020954333025320047,,0.021830793498857765,0.00993983333566409,,0.016635166889132306,,0.014010320287841584,0.024456112436274897,,,,0.014319709291417699,,,,,,,,0.12372757444106976,,,,,0.2108203759217549,0.09728424123578666,,0.09308151318560118,,0.08034907651760935,0.05444171184326783,,0.10451384121223435,,0.04768146256709194,0.0812640117199264,,,,0.08933507488122087,,,,,,,,0.08905496796466973,,,,,0.12775716294638637,0.09278751121180043,,0.08005275254167561,,0.06194805250159201,0.048487180614659633,,0.09622689733443075,,0.0352482387671748,0.06444893323765231,,,,0.0835983198320041,,,,,,,,,272520000.0,,,,,22210000.0,30210000.0,,227227000.0,,390429000.0,4704920000.0,,318254000.0,,5431980000.0,9142698000.0,,,,2759784000.0
ALPINE ASSOCIATES MANAGEMENT INC,,,,,,,,,1.4724776912679178,,8.75070877532005,,0.01079589819217033,0.9457175032810574,,1.0963221814452964,,0.00996099937333761,2.0451098150292784,,0.036848658105614225,,0.11781286504492107,0.07138302812389628,,,,,,,,,,,,,2.9926312582065075,,17.685902729193508,,0.04873266510618622,1.9485652106721634,,2.213762336727858,,0.19317673853146536,4.240977345890193,,0.22372433439532885,,0.2906176746144283,0.1761003594717836,,,,,,,,,,,,,1.521049805388164,,8.935888241281946,,0.04340207940592708,1.0043024090456552,,1.119754484194313,,0.19006289183111022,2.1959649729795307,,0.21190448221324448,,0.17851419016448491,0.11841851828675623,,,,,,,,,,,,,,4160162000.0,,388659000.0,,2712408000.0,16017518000.0,,1683951000.0,,2414782000.0,6432267000.0,,744750000.0,,1506633000.0,1294900000.0,,,,
ALPINE WOODS CAPITAL INVESTORS LLC,,,,0.03320855213026819,,0.03321332319326089,,0.025499425062147068,0.03183706365843554,,0.01953687897952774,,0.019490128430118672,0.015548688304546782,,0.012819897246461917,,0.008385596549871695,0.032910168800999215,,0.026840084014703402,,0.008020562932843067,0.004038288107213541,,0.014174932364135324,,0.23797928723706271,,,,0.11457037824975544,,0.1600918451338948,,0.11691828106314425,0.13113066559124134,,0.10667978335771598,,0.09772569464534432,0.08666618621534725,,0.07305920580093182,,0.06622316172747765,0.0960952558628428,,0.23011111468412507,,0.0638731801670892,0.06410114739281683,,0.08196653158120476,,3.125940676309846,,,,0.0948420954541063,,0.14305055072971515,,0.09954112379789837,0.10666973912803214,,0.10001979329982147,,0.08520608932717919,0.0782938795109857,,0.06717770138918126,,0.06097238740010008,0.07643683689027683,,0.20415431217611524,,0.058633610268689844,0.06339074577355246,,0.07538908923582315,,2.9019088662281556,,,,,41705000.0,,96069000.0,,67078000.0,886886000.0,,280769000.0,,425429000.0,1407463000.0,,2218084000.0,,3477576000.0,5258861000.0,,4528181000.0,,9622546000.0,1451704000.0,,750635000.0,,6154144000.0
ALPS ADVISORS INC,,,,0.03092790396432078,,,,,0.08072816305323094,,,,0.706777579539838,0.014184340911196369,,0.028486857393497236,,0.01477555741167413,0.016385960182322194,,,,0.013379215062483182,0.007830893655923566,,,,0.05568496814540871,,,,0.23708202264864559,,,,,0.18140240864106225,,,,1.425478930684436,0.08575110479692427,,0.21871382480123186,,0.05723947430045655,0.09695894864961818,,,,0.11091327161915365,0.06675162578398809,,,,0.13673310572670355,,,,0.21964023232536162,,,,,0.1358658285480628,,,,0.7205994439167999,0.08157711966258725,,0.19946630815674382,,0.04975746812491065,0.09066197301122868,,,,0.10339343707095348,0.06345249614139227,,,,0.08769670382341241,,,,,8678200.0,,,,,16964369800.0,,,,443258500.0,89637638500.0,,64065500.0,,2567899900.0,100252801800.0,,,,36807235000.0,6393960000.0,,,,7752166800.0
ALTRINSIC GLOBAL ADVISORS LLC,,,,0.012688779740538045,,0.07073906288503443,,,0.03354305148839027,,0.05489506492596078,,0.018020182420130117,0.010805594837982284,,0.014284196813403786,,0.027321247627185623,0.006067459388207976,,0.04689197142448089,,0.008750383865727681,0.016947904143711435,,0.008873662891749656,,,,,,0.35565966782172204,,0.2555891529661977,,,0.13993658858562233,,0.19866245224361898,,0.1217687698435207,0.10383861313762364,,0.10152668266868023,,0.12964585247096966,0.049698599508398555,,0.18501819740606076,,0.101204681892564,0.11331275749600438,,0.15695933999626935,,,,,,0.352316819905368,,0.19891531106725097,,,0.1217135639162187,,0.16242230270752248,,0.11219130818312924,0.09708711828151652,,0.09509911820510869,,0.10674095577892015,0.04614824091239824,,0.15519470695365245,,0.09457697929325132,0.10289048209326886,,0.15499198338982165,,,,,,,64388000.0,,636812000.0,,,1261843000.0,,175861000.0,,935401000.0,2990886000.0,,666786000.0,,2415199000.0,54067369000.0,,364542000.0,,13563291000.0,3575326000.0,,78158000.0,,
ALYESKA INVESTMENT GROUP LP,0.027039999533683756,0.05785768389380776,0.1281368497251084,0.06865757612754324,,0.09665547987084573,,0.0593789073545772,0.041976924053442125,,0.06722270053453461,,0.034391869972732136,0.04249920990130854,,0.06523083858364388,,0.05020440750512861,0.03423804719020405,,,,0.026850714926387582,0.012462408379687363,,,,0.012028110513008476,1.7214275004977,1.7285742143889795,0.28468619643072407,0.34652214665590847,,0.24682366740971573,,0.149633003036283,0.13759979527525326,,0.1741092810168625,,0.12057039338299552,0.12857521196712415,,0.3035809084317353,,0.1655518650690461,0.1165924170412429,,,,0.1044829795485062,0.07693461884940134,,,,0.07412211004443706,1.7209694159166797,1.7249210918239837,0.17030070421841714,0.31778497372497944,,0.16572370337246792,,0.10322458414182224,0.10145635758186615,,0.11126708292394644,,0.09230173430304177,0.09247666609472557,,0.2752442121775478,,0.11756322346410172,0.08925503282705602,,,,0.08097339278174216,0.07162100437270305,,,,0.0651740370427347,273452000.0,267031000.0,,593550000.0,943363000.0,,675048000.0,,302027000.0,6338693000.0,,6793539000.0,,8271696000.0,15942013000.0,,160152000.0,,14412104000.0,31443781000.0,,,,49146991000.0,4042371000.0,,,,4018350000.0
AMALGAMATED BANK,,,,0.0015128443197637966,,,,0.016846171261694232,0.028151638393738368,,0.01101789933889078,,0.011277377284626374,0.003613651205383366,,0.006204814012519515,,0.004926495928875914,0.00396364716332489,,0.016994301202748505,,0.003446186303353468,,,,,0.006082889403720969,,,,0.1916808035477177,,,,0.0993666986545775,0.1419639218113071,,0.13023423884386495,,0.088382895909692,0.05958160827649745,,0.11619064578736715,,0.05900744332338645,0.06662565473532364,,0.2728937693622924,,0.053282803608517365,,,,,0.06108524610967504,,,,0.1912309142957115,,,,0.09064511110564272,0.12268279446162349,,0.12791897063809268,,0.08338817181945922,0.05807747728330667,,0.11562553812133909,,0.05761381418725809,0.0649788657513783,,0.2720774164652637,,0.051339690948743306,,,,,0.05811970436349229,,,,,3035000.0,,,,21690000.0,122253000.0,,17912000.0,,134209000.0,3490148000.0,,25977000.0,,2081618000.0,2176715000.0,,2043000.0,,19400947000.0,,,,,12799644000.0
AMERICAN CENTURY COMPANIES INC,,,,0.029777348791880057,,0.12226537530918549,,0.06277367507097935,0.06461115017317659,,0.07165468030219209,,0.030016367214976053,0.9082048083694585,,0.06996137478548937,,0.35909955555780537,0.3981545536667635,,0.023393759165537754,,0.42127916573604457,0.4736141400418389,,,,0.847919149924976,,,,0.23163560881284276,,0.28195198802279237,,0.16040242929303705,0.15919575100351901,,0.17989980043422513,,0.08926920387585235,1.8348058195847883,,0.15861667767619939,,0.7360987047448582,0.821856635794499,,0.07608389369568687,,0.8558532649120834,0.96715628272446,,,,1.695682755352358,,,,0.21508152988775658,,0.1755124232066185,,0.11157163917155526,0.105558311648802,,0.12080548424508031,,0.0639588836218852,0.9273144963000162,,0.09300634259029916,,0.37834412546807483,0.4250722943206155,,0.05950252143190368,,0.4356281140819831,0.4963589864226631,,,,0.8484818535456008,,,,,1912756000.0,,35444000.0,,267407000.0,29746847000.0,,473757000.0,,16740335000.0,187020077000.0,,827269000.0,,107836538000.0,592126938000.0,,2467473000.0,,529042491000.0,264846257000.0,,,,280044043000.0
AMERICAN INTERNATIONAL GROUP INC,0.019270749108187112,0.01558798302217722,0.0974366665476166,0.20553246375333312,,0.035189973097475555,,0.33651041369763973,0.25466804248497726,,0.024385560200232415,,0.28604901646325565,0.4595666613596994,,0.2646976278843519,,0.2336963518620537,0.6247788785314005,,0.9176393834844684,,0.7731942861968775,4.128986469133839,,0.00395010467565575,,1.438179762779538,0.11538884555973775,0.29258867992861665,0.27377755872545223,0.4185448475325143,,0.12243384363752732,,0.6705790162346033,0.5170340233484635,,0.13180135950120406,,0.5655026226420794,0.9247096935546031,,0.5407658618706729,,0.47221014797393274,1.2659402429469895,,1.8361218214188588,,1.5623072717922541,8.253915154660884,,0.157875691232281,,2.86472788693924,0.10370242903641226,0.29473513621548225,0.20510471302969485,0.22036414146388658,,0.08943548149104114,,0.3365281189664392,0.2665289291291754,,0.1255913291434913,,0.28272055302227056,0.4665041782764434,,0.28193334543381204,,0.2416355742000923,0.6422150872637479,,0.9197733021035365,,0.7895421691278592,4.125333116580684,,0.15518616512558556,,1.4269318946798895,3335076.0,233305.0,,11207057.0,159514857.0,,27543866.0,,640591247.0,2773099835.0,,620893123.0,,11920274654.0,51400598735.0,,1010132348.0,,37601932196.0,145944146764.0,,281940224.0,,157081048169.0,31098572158.0,,81303202.0,,125259441388.0
AMERICAN NATIONAL INSURANCE CO,,,,,,0.00016649079802173483,,0.0035032642464266186,,,0.00597525826179306,,,,,0.0059356779331376066,,0.005381802670807115,0.0030289269745916382,,0.0021750011013399575,,0.005020805494410616,0.001903896299048631,,0.0005985553950525346,,0.0014929978590529757,,,,,,0.1491802384245423,,0.1904615706371463,,,0.08006878082687946,,,,,0.05687229681676071,,0.0938156338170296,0.10143674093171509,,0.0513588131101799,,0.07583526458265168,0.09010921141795947,,0.050661164821000186,,0.16807199471020295,,,,,,0.1491326673397243,,0.1900646938703086,,,0.07866854385671357,,,,,0.05495787233610801,,0.09229601447936517,0.10103800993952208,,0.051597615011881384,,0.07324519180076332,0.0896050750351904,,0.05040075035098153,,0.1675059284140258,,,,,,,35678000.0,,28425000.0,,,80432000.0,,,,,2465999000.0,,76819000.0,100629000.0,,21169433000.0,,700137000.0,1422854000.0,,10120984000.0,,1555756000.0
AMERIPRISE FINANCIAL INC,0.14679096481428833,0.1175279400091727,0.010430761345239702,1.818066597584948,,0.4755986502517104,,0.37411319471142346,0.677919822616873,,0.49905876031927743,,0.2782162679668698,0.2887657981261499,,0.4450233168376837,,0.2845757030965252,0.4516133488786685,,0.1698991082057683,,0.3094627339213884,1.425101536817069,,,,0.5577416610549177,0.3442029476336286,0.2674782230878175,0.15834654540493273,3.6818186572261684,,1.0259724567013155,,0.7672035476793483,1.3753352145283104,,0.9991681156593707,,0.5972008256320882,0.5974149092706088,,0.9354389232146734,,0.5703630528584888,0.954112797086574,,0.42671920494551446,,0.64281594734355,2.8566176237599317,,,,1.1345192211149473,0.22102669817123888,0.16984025148545134,0.1518578414584676,1.8668298837613282,,0.5755862208385417,,0.39701171826017045,0.699039558147239,,0.5053852556667091,,0.3267031364395588,0.3160836640066369,,0.4930388745844032,,0.2912415372508298,0.5056129182132496,,0.2920756980839219,,0.33733683778627827,1.4327652587564244,,,,0.5808537231514477,46720000.0,17992000.0,,985000.0,1604350000.0,,357344000.0,,660702000.0,78065583000.0,,1845253000.0,,50649326000.0,349515509000.0,,2421930000.0,,302485734000.0,1250095035000.0,,24365607000.0,,1367971632000.0,521368347000.0,,,,777693425000.0
AMF PENSIONSFORSAKRING AB,,,,0.010672302185806105,,,,,,,,,,0.08220540404026218,,0.011205236811705814,,,0.0028777675785685805,,0.008588989027297619,,0.0054553413279763395,0.0033818405794204896,,,,0.002330422534515108,,,,0.16147846210240463,,,,,,,,,,0.18599272641140516,,0.06257875417981326,,,0.0678986763117645,,0.06708820880344472,,0.05878853275687278,0.06016327433265932,,,,0.046888329392341103,,,,0.1566521947782267,,,,,,,,,,0.1104741083110753,,0.06556297952491938,,,0.0664696242025796,,0.061967634583036876,,0.05372200540562947,0.05857672905118808,,,,0.04531035889730662,,,,,273209000.0,,,,,,,,,,117646000.0,,6848000.0,,,22546399000.0,,2512370000.0,,67883101000.0,22285908000.0,,,,15098517000.0
AMP CAPITAL INVESTORS LTD,0.024263280017829545,,,,,0.020009406061163717,,0.007060099014406378,0.4079723216061339,,0.03554342961155344,,1.4515609249742554,0.6416319036582936,,0.4015812056927813,,0.05157578263735803,0.15786586064245514,,0.05111172832044347,,0.20149870864260377,0.020657287428072484,,0.3853419901587993,,0.011382830464470002,0.741091640298611,,,,,0.11789516894738365,,0.13527328409276912,0.8939768881960686,,0.09978422142877708,,3.0213902698638733,1.3069434947545693,,0.8174336171113594,,0.13283594027807108,0.3355786306938894,,0.12221627692048406,,0.40853395958427896,0.08165876765754376,,0.8471707605014176,,0.07708400787289073,0.7378567715103171,,,,,0.10333616797652388,,0.13213103378161717,0.4892933274175919,,0.07071920984492026,,1.5713571513400681,0.6666970258076648,,0.4181350567866823,,0.08666105138283654,0.18092256662582692,,0.08233610960775033,,0.20941035026532656,0.06716146962314276,,0.46582373634466084,,0.06966494677941816,14091000.0,,,,,,1743000.0,,279776000.0,1191574000.0,,254292000.0,,458632000.0,13527209000.0,,882854000.0,,16694984000.0,102793877000.0,,2317736000.0,,109800413000.0,61282112000.0,,37145000.0,,39610841000.0
AMUNDI PIONEER ASSET MANAGEMENT INC,,,,0.0,,0.006974910394265233,,0.02649282230794061,0.039759144178503764,,0.032992476051551735,,2.436672732770705,2.736517999994476,,0.1530020577604468,,1.111148856120749,0.8267300763741625,,0.12746066846316986,,0.6169494927527461,1.2440530929831493,,0.034189255432294334,,1.4577791851569333,,,,0.11150530011018635,,0.2125635768526764,,0.0516198386266545,0.1460094906610027,,0.2038171687012253,,5.196624558040819,5.518927868177852,,0.431005945327576,,2.24216130319838,1.6559502993457023,,0.33067992595358037,,1.2468697419391175,2.459012031785495,,0.2327873472127297,,2.9147546958428814,,,,0.11150530011018635,,0.21380555984452376,,0.03417011733963685,0.1287650387514416,,0.19362140304242903,,2.7658628404320247,2.7827402026668326,,0.2982432320232629,,1.1324112907974613,0.8296577760019073,,0.22718586141802297,,0.6410895587793601,1.227731799867084,,0.202000172421679,,1.4574085186006998,,,,,37000.0,,723000.0,,64764000.0,1266698000.0,,68242000.0,,798675000.0,12021276000.0,,319932000.0,,12839998000.0,309763670000.0,,3324666000.0,,266947877000.0,142052238000.0,,55756000.0,,102359711000.0
ANALYTIC INVESTORS LLC,,,,,,0.0457383423407236,,0.04719010259471137,0.019783218259228012,,0.05052451208851774,,0.05982336423745642,0.015624748664500938,,0.023563349783220867,,0.010561661180943928,0.005640855235850765,,0.0,,0.008813594456787279,0.020899479973101095,,,,0.20573876525735718,,,,,,0.1445934360155732,,0.22983524985125076,0.0607126220117377,,0.1152043472645953,,0.148709880818613,0.052582389582173115,,0.07647353758899741,,0.049291725956208274,0.04617331706758743,,0.08368890389216697,,0.041130975666184726,0.062157168369427605,,,,0.418513420949795,,,,,,0.12692569933233902,,0.18421115713524888,0.045117027574778604,,0.06847032585034145,,0.08948962736362158,0.040100991089376044,,0.05863507847646822,,0.03991542057768657,0.04104396116948919,,0.08368890389216697,,0.03324102217860623,0.05099207174682137,,,,0.21519444259324016,,,,,,,14642000.0,,2651000.0,501531000.0,,166983000.0,,317015000.0,4922912000.0,,795832000.0,,8481481000.0,35570421000.0,,1645000.0,,22313599000.0,10075402000.0,,,,4129550000.0
ANCHOR BOLT CAPITAL LP,,,,,,,,,0.015459060888969305,,,,0.045547255847978606,0.01723186698099665,,,,0.024502957097025737,0.056243105657824526,,,,0.023397108767437707,,,,,0.0464347629802563,,,,,,,,,0.1275094868573313,,,,0.18475782613268504,0.08902485769634036,,,,0.11853560426429352,0.1618310929847555,,,,0.09674739403528598,,,,,0.1780964497176436,,,,,,,,,0.11859805669213751,,,,0.15031559403347414,0.07782228060318937,,,,0.09683461039664633,0.11579089792461121,,,,0.07621163480425806,,,,,0.1484865631779498,,,,,,,,,,1916986000.0,,,,445643000.0,9818797000.0,,,,12274701000.0,3369508000.0,,,,18401390000.0,,,,,720434000.0
ANCHOR CAPITAL ADVISORS LLC,,,,0.005586504737290099,,,,0.04057400498820426,0.038152904030362464,,0.04202297871770011,,0.07777028827374904,0.0064758084598335475,,0.061608243952636,,0.00868096962419868,0.004791575865959743,,0.042184341032211144,,0.005953156053284319,0.007154275223954082,,0.04355271047497293,,0.014572523764393783,,,,0.13484975651266987,,,,0.13692042832411835,0.1017590564159858,,0.13495103631007574,,0.18398533834102337,0.06921842712192519,,0.14018765119166868,,0.06119060163270708,0.07159044611065757,,0.12867525698590476,,0.04839357934308117,0.05627320635707803,,0.13455780545998924,,0.058273818251157676,,,,0.13238895239188475,,,,0.10958108751891406,0.0738186187407744,,0.10289091275931662,,0.11322808658729103,0.06615216359194866,,0.0897224543091176,,0.055286636434980815,0.0681376005330486,,0.09422253475015378,,0.043809152711178315,0.05089221313468167,,0.10577279822410716,,0.052048255154554135,,,,,30189000.0,,,,55207000.0,877936000.0,,31035000.0,,342458000.0,8702748000.0,,74888000.0,,18701688000.0,7888456000.0,,353427000.0,,34810916000.0,1843006000.0,,37036000.0,,6712258000.0
ANCHORAGE CAPITAL GROUP LLC,,,,0.7076946613239242,,,,,0.4938410838410242,,0.48216784280179675,,0.8979107526943619,0.057700372208037094,,1.4416908194852998,,0.49787580642438783,0.020933604766943448,,0.043696667732907875,,0.029822243678364214,,,0.06366590942905018,,,,,,1.6692535191496582,,,,,1.200540131823266,,1.1069318992087287,,1.9612644270340818,0.3345152700403138,,3.0419782578216763,,0.9846080446307357,0.10983974802746026,,0.1943205348754575,,0.10107593979359564,,,0.24820593666803656,,,,,,0.9751498261627337,,,,,0.73272191359487,,0.6286137180554322,,1.0735374757417853,0.3171967994624853,,1.6017314981351676,,0.5391370175739956,0.10121343098678078,,0.17042147813481692,,0.07691470751929745,,,0.21097406613517056,,,,,,,1023336000.0,,,,,424149000.0,,4773452000.0,,406650000.0,1765340000.0,,11146848000.0,,2235739000.0,38150429000.0,,2059603000.0,,49969927000.0,,,2049893000.0,,
ANDRA APFONDEN,,,,,,,,0.012933857422909194,,,,,0.004741458246929086,0.007999353316550798,,0.009449685228357265,,0.0057341296903664655,0.00540967685583067,,0.03812591197912735,,0.006637598723643351,0.008017376003213915,,,,0.01141641139448238,,,,,,,,0.10417030608836175,,,,,0.06128700230163633,0.044870161557538715,,0.05942542142017973,,0.03820377973125593,0.038842253468539104,,0.09822253271346376,,0.03826952364230672,0.045078095610198446,,,,0.06047413962347551,,,,,,,,0.09733692173250356,,,,,0.05893182968869987,0.039279900097467686,,0.05186822244242266,,0.035102427973463884,0.03554416157150749,,0.06433005136517143,,0.03333467574576495,0.04201983387213708,,,,0.052785442262492197,,,,,,,,,72730000.0,,,,,443814000.0,3884772000.0,,371661000.0,,2278286000.0,38934336000.0,,1111058000.0,,29598413000.0,2938104000.0,,,,1376952000.0
